Alpha,Theta,BetaL,BetaH,Gamma,0
,,,,,2
,,,,,2
4.780031,9.042764,4.092318,2.102145,1.809004,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
3.691605,8.759293,3.683363,2.26962,1.449868,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
3.115534,11.80014,3.340576,2.351393,1.216608,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
3.505214,20.839355,3.163174,2.306658,1.132908,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
5.064519,37.055077,3.162225,2.154163,1.187911,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
7.564624,58.166462,3.254685,1.970829,1.355022,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
10.377319,78.06768,3.319035,1.852528,1.595559,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
12.588212,90.789162,3.259632,1.869957,1.858347,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
13.477576,91.716522,3.05429,2.019383,2.095698,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
12.778842,80.78746,2.729871,2.230768,2.29199,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
